id,name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
36200341,"Hotel Rose, Metro View King Suite",270114277,Portland Downtown,45.51722,-122.67408,Private room,229,1,0,27
36200434,"Hotel Rose, Metro View Two Doubles",270114277,Portland Downtown,45.51681,-122.67437,Private room,119,1,0,28
36200533,"Hotel Rose, Suite of Roses Mobility Accessible",270114277,Portland Downtown,45.51851,-122.67232,Private room,229,1,0,27
36200612,"Hotel Rose, Waterfront King",270114277,Portland Downtown,45.51637,-122.67371999999999,Private room,129,1,0,27
36200673,"Hotel Rose, Waterfront Queen",270114277,Portland Downtown,45.518359999999994,-122.67273,Private room,109,1,1,38
36200927,"Hotel Rose, Waterfront Two Doubles",270114277,Portland Downtown,45.5179,-122.6744,Private room,119,1,2,35
36623862,"The Hoxton Portland, Roomy 2 Queen Beds",240481942,Old Town/Chinatown,45.52413,-122.6738,Private room,1000,1,0,365
36701090,Comfort!!   King room/Downtown/pearl,231707604,Pearl,45.527409999999996,-122.68382,Private room,55,1,29,44
36701278,Large room!! Private Bath!! King Bed!!  Pearl Dist,231707604,Pearl,45.53083,-122.68348999999999,Private room,65,1,22,47
37097132,"PDX  River Waterfront Park Studio, slps 2, 1 bed",4385059,Old Town/Chinatown,45.52173,-122.67173000000001,Entire home/apt,200,30,0,90
37179731,"PDX Waterfront Pk Studio Penthouse, slps2, 1 bed",4385059,Old Town/Chinatown,45.51958,-122.6704,Entire home/apt,200,30,0,0
37376010,Central Portland Pad,33837334,Lloyd District,45.53372,-122.65733999999999,Private room,40,2,2,0
37398212,Cozy living in Downtown,253320740,Portland Downtown,45.513940000000005,-122.68473999999999,Entire home/apt,125,1,2,232
37462996,"Safe and cozy apt In the Pearl , location !!!",126365217,Pearl,45.53242,-122.68016999999999,Entire home/apt,180,30,2,365
37491101,Entire studio apartment/ pearl distract,44482629,Pearl,45.53245,-122.68533000000001,Entire home/apt,79,1,9,1
37571229,Beautiful location in Center of Downtown!,213017826,Portland Downtown,45.51358,-122.68603999999999,Entire home/apt,149,1,24,145
37802360,Highrise Condo Downtown w/ City Views!,286093997,Portland Downtown,45.515240000000006,-122.68678,Entire home/apt,79,30,0,0
37997366,Market Street Condos Studio 9,8534462,Portland Downtown,45.51482,-122.68568,Entire home/apt,180,30,4,259
37999941,Market Street Condos Studio 6,8534462,Portland Downtown,45.515159999999995,-122.68581999999999,Entire home/apt,180,30,0,272
38045239,New and Fascinating 2 bedroom Apt in Downtown PDX,288678355,Pearl,45.53497,-122.68581,Entire home/apt,104,1,7,312
38216708,New Luxurious 2 Bedroom Apartment in Downtown PDX,290237549,Pearl,45.53505,-122.68606000000001,Entire home/apt,131,1,1,343
38423858,2 bed 1 bath luxury living in Downtown PDX,186281343,Pearl,45.533570000000005,-122.68543000000001,Entire home/apt,200,1,3,365
38427357,Downtown PDX Spacious 2 bed Apt for up to 6 guests,288683860,Pearl,45.534240000000004,-122.68524,Entire home/apt,143,1,5,365
38453043,Spacious and Gorgeous 2BR Apt in Downtown Portland,288683860,Pearl,45.53147,-122.68642,Entire home/apt,240,1,4,365
38491625,"Portland Waterfront Park, Studio Penthouse Z #3",10981379,Old Town/Chinatown,45.52084,-122.67102,Entire home/apt,153,30,0,38
38491907,"Portland Waterfront Park, Studio Penthouse Z #2",10981379,Old Town/Chinatown,45.519940000000005,-122.67185,Entire home/apt,153,30,0,38
38579538,Portland Waterfront Park Resort,7621791,Portland Downtown,45.51209,-122.67545,Entire home/apt,245,2,0,4
38694437,Rare Condo in the Pearl,54902532,Pearl,45.53267,-122.68386000000001,Entire home/apt,150,2,7,39
38818886,Stunning Waterfront Pearl Condo,27482163,Pearl,45.53208,-122.67806999999999,Entire home/apt,170,90,0,364
38901218,"Harlow Hotel, Deluxe Corner King Park View",267888134,Pearl,45.525909999999996,-122.67896,Private room,139,1,0,27
38901330,"Harlow Hotel, Deluxe Corner Queen Park View",267888134,Pearl,45.52555,-122.67906,Private room,139,1,2,21
38901371,"Harlow Hotel, Deluxe King City View",267888134,Pearl,45.52623,-122.67844,Private room,139,1,0,18
38901419,"Harlow Hotel, Deluxe Queen Courtyard View",267888134,Pearl,45.52684,-122.6789,Private room,139,1,0,18
38901466,"Harlow Hotel, Executive King City View",267888134,Pearl,45.52558,-122.67766999999999,Private room,149,1,1,31
38901579,"Harlow Hotel, Signature Double Twin Courtyard",267888134,Pearl,45.52564,-122.67921000000001,Private room,119,1,0,26
38901626,"Harlow Hotel, Signature King City View",267888134,Pearl,45.52558,-122.6777,Private room,129,1,1,45
38901688,"Harlow Hotel, Signature Queen City View",267888134,Pearl,45.52574,-122.67898000000001,Private room,129,1,1,35
38904027,Cozy apartment in the heart of pearl District PDX,190871371,Pearl,45.52677,-122.68118999999999,Entire home/apt,125,30,16,90
38930576,Gorgeous Retreat in the Heart of the Pearl,125728080,Pearl,45.52771,-122.6813,Entire home/apt,89,90,0,275
39037465,Burnside Suites: Private 3rd Floor Apartment,299148958,Portland Downtown,45.52217,-122.67482,Entire home/apt,299,1,4,82
39107327,Quiet peaceful 2BR Apt Walkable Downtown,293772932,Goose Hollow,45.51979,-122.68647,Entire home/apt,122,30,7,341
39306100,2 bedroom 2 bathroom luxury living in Downtown PDX,288485601,Pearl,45.53368,-122.68569,Entire home/apt,200,1,2,363
39307589,Two bedroom & two Bath apartment Downtown Portland,288485601,Pearl,45.53456,-122.6859,Entire home/apt,195,1,8,360
39319605,Downtown PDX spacious 2BR condo for up to 8 guests,301549254,Pearl,45.532959999999996,-122.68688999999999,Entire home/apt,195,1,7,365
39323536,New Comfy 2Bedroom & 2 Bath Apt for up to 6 guests,301549254,Pearl,45.53372,-122.68571999999999,Entire home/apt,134,1,3,365
39374876,New Stunning 2 Bedroom & 1Bath Apt in Downtown PDX,288678355,Pearl,45.53496,-122.68555,Entire home/apt,134,1,3,365
