id,name,host_id,host_name,neighborhood,latitude,longitude,room_type,price,number_of_reviews,calculated_host_listings_count,availability_365
4615894, Close-in Cully Vintage Hideaway,15324079,Adam,Cully,45.55112716945325,-122.60030137528078,Entire home/apt,89,57,1,317
14184190,Sunny Family-friendly Bungalow,5391752,Joy And Luke,Cully,45.54997555586857,-122.59981937737308,Entire home/apt,80,3,1,68
2717323,Charming Home in NE Portland,5020031,Lindsey,Cully,45.557945654822,-122.58361040549728,Entire home/apt,150,9,2,365
16507079,"Grannys Garden Cottage in Portland, Oregon",108478617,Bruce And Carolyn,Cully,45.55624132074971,-122.6127048412969,Entire home/apt,120,0,1,168
3667368,Cozy Cully Charmer - House,18512491,Keri,Cully,45.55788996984193,-122.60511254926253,Entire home/apt,130,4,4,249
10121779,Cully Modern,51941392,Paul,Cully,45.566214618961325,-122.61566787673584,Entire home/apt,130,2,1,47
8257424,Little Cottage Home in Northeast,15406961,Rebecca,Cully,45.55530351268257,-122.61155755352469,Entire home/apt,132,25,1,223
12919952,Comfy and Eclectic Cully Bungalow,447932,Mikalina,Cully,45.559094252323064,-122.60274861429542,Private room,36,20,1,25
13943957,Cozy Fortress for Travelers,29169161,Laura,Cully,45.568048040933846,-122.614497087036,Private room,52,27,2,12
13313453,ALBERTA Modern & Inviting,63660063,Mireille,Cully,45.558107465174295,-122.59948480819118,Entire home/apt,98,1,1,180
9119299,Firebird Tiny House,47516888,Eric,Cully,45.56053927924842,-122.60421633190424,Entire home/apt,95,47,1,364
14534452,Hygge Hideaway,6654893,Pearl & Trip,Cully,45.56915246655149,-122.6139829648823,Entire home/apt,100,30,1,66
3655910,Cozy Cully Charmer,18512491,Keri,Cully,45.55747867648646,-122.6051723769982,Private room,55,46,4,334
14313881,Bright and Cheerful Northeast Cottage,4597704,Terese,Cully,45.564652515783045,-122.60832403026517,Entire home/apt,70,24,1,57
15322001,Chicken Little Cottage: urban farm in the city!,54436471,J Brooke,Cully,45.55877317526268,-122.60355877767418,Entire home/apt,47,28,1,280
3282776,"Comfy room near Alberta, Airport",10438539,Michael,Cully,45.56224008038089,-122.60086394088509,Private room,48,142,2,365
3518220,"Garden Love, 1-6 ppl nr Airport & Alberta - NE PDX",891590,Eecole,Cully,45.558646124915036,-122.61054594136358,Private room,57,95,2,362
15273993,Room in NE Portland near airport,94534744,Matt,Cully,45.557017796254165,-122.592345453388,Private room,54,3,1,337
13005815,Put a Bird on it,29415658,Amanda,Cully,45.55247569342576,-122.601387655555,Private room,76,1,2,43
7114417,4BR Modern Oasis in NE w/ Hot Tub!,28809,Rob & Cole,Cully,45.557714207798654,-122.61505444658569,Entire home/apt,425,26,1,318
13238330,Recently remodeled 3bd home inner NE Portland,68005102,Pam,Cully,45.563267144211146,-122.61338679992376,Entire home/apt,100,1,1,217
4127632,Sweet Attic room in NE,21414440,Andrew,Cully,45.56017450351997,-122.61917847284691,Private room,40,98,2,59
4882255,Garden View room in NE,21414440,Andrew,Cully,45.56051634462923,-122.61809386442154,Private room,40,70,2,57
11828213,Elegant Urban Farm Safari Room,53476708,Kirsten,Cully,45.55960221282688,-122.60054684317177,Private room,50,33,2,27
7402205,Cozy Cully Charmer,18512491,Keri,Cully,45.555914515263865,-122.60509553265844,Private room,54,36,4,365
1574488,Charming Cottage in NE Portland,6910932,Donna,Cully,45.55749796396226,-122.59459793366092,Private room,46,121,1,337
1727988,Stumptown Room ~ Urban Haven,9065073,Gary,Overlook,45.55688688463465,-122.68200272339796,Private room,49,113,4,81
6235378,Immaculate Portland Four-Square,30224196,Amanda,Overlook,45.56403616580066,-122.68250828227221,Entire home/apt,375,4,1,364
3755902,Fresh New Modern Family Friendly,847543,Stephani,Overlook,45.56629380588625,-122.68530088903887,Entire home/apt,49,103,3,355
928281,Humble Abode Sweet Suite,1366636,De & Toby,Overlook,45.56471039708183,-122.69153277189552,Private room,35,57,4,331
497655,Mississippi Arts - NoPo Garden Home,2451702,Danielle,Overlook,45.5611360975797,-122.68949724723957,Entire home/apt,250,18,2,363
1851037,Rockport Room ~ Urban Haven,9065073,Gary,Overlook,45.556729366334935,-122.6852295155834,Private room,49,98,4,83
7486149,NoPo Boho,13531661,Meredith,Overlook,45.56543557476023,-122.6972416306118,Private room,43,30,1,361
2618933,PDX holiday getaway at sweet Parlor!,1419956,Pamela & Niko,Overlook,45.56242937116243,-122.6792833919958,Entire home/apt,90,108,4,268
6248690,Historic Craftsman Style Home,4200129,Rosalee,Overlook,45.551238141014274,-122.680047901045,Entire home/apt,85,12,1,0
9218268,Backyard 1bd/1ba Tiny House,3299455,Bill,Overlook,45.5545927766452,-122.68217762915769,Entire home/apt,125,3,1,134
4251170,Fall North Portland Bdrm,22060204,Vincent,Overlook,45.558569997922824,-122.68025405576915,Private room,40,160,1,80
15774822,Convenient Overlook Townhome,100122159,Scott And Brenda,Overlook,45.55624300023509,-122.6792639882905,Entire home/apt,145,1,1,363
7844086,Monthly studio 3 on Interstate Max,770134,Jeff,Overlook,45.56288520750015,-122.68203651023107,Entire home/apt,100,1,3,88
5771867,"Cozy house in Overlook, Portland",10434964,Evan,Overlook,45.563509121416274,-122.69538948588922,Entire home/apt,110,3,1,0
5477103,"♠ Original, Vintage Craftsman Near Mississippi Ave",28403113,Elaine,Overlook,45.55172768633326,-122.68054295625788,Entire home/apt,175,70,1,347
4698331,"Marvelous Mississippi Craftsman Portland, OR",477663,Joelle,Overlook,45.55247148236143,-122.68087615382971,Entire home/apt,100,30,2,261
15042822,Historic Portland Charm with Modern Comforts,6313800,Margot,Overlook,45.5542830738755,-122.6845445652294,Entire home/apt,120,6,7,150
928251,Humble Abode Group Accommodation,1366636,De & Toby,Overlook,45.563394276665385,-122.69133660814192,Private room,65,53,4,146
14360844,Centrally located private room with welcoming host,9523622,Matt,Overlook,45.55986058051915,-122.68377802680544,Private room,50,5,2,142
7676079,Monthly Studio 2 on Interstate Max,770134,Jeff,Overlook,45.56171975514629,-122.68158274867615,Entire home/apt,100,0,3,322
6447242,Portland Alberta Studio,32842695,Chase,Overlook,45.558936443538634,-122.68086938891432,Entire home/apt,110,2,1,0
2866806,Pvt. Rm in NoPo - Awesome Location!,13004300,Stephan + Jen,Overlook,45.555751982345534,-122.68269418600866,Private room,85,8,1,244
15646823,Quiet Stay In Overlook,67395194,Sheilah,Overlook,45.5642840197729,-122.69004655857175,Private room,22,9,2,73
11394691,Studio in Beautiful Tree House,59786527,Pamela,Overlook,45.56162004713321,-122.6974544845312,Private room,80,0,1,0
2172184,Comfy Room in Creative Compound,5574682,Elise,Overlook,45.55856193662901,-122.68215959929823,Private room,70,42,1,358
5859544,Cute Bungalow on MAX Line,8574755,Tara,Overlook,45.563827844267905,-122.68321386957564,Private room,66,135,1,348
222298,"Blues,brews,and bicycle guesthouse",1153902,Taizz,Overlook,45.55821274692815,-122.69223109186466,Private room,65,69,3,90
634279,Overlook Mid Century Garden Home,3159169,Reenie,Overlook,45.560559232384605,-122.68925773756888,Private room,70,134,2,364
231732,"large, sunny room in farmhouse",1153902,Taizz,Overlook,45.558156065981045,-122.69142764582938,Private room,65,32,3,363
9958871,Close-In & Stylin',44386238,Scott,Overlook,45.551421060018775,-122.68462504328492,Private room,79,13,3,93
15452202,2 private rooms & private bath. Super convenient!,9582342,Kara,Overlook,45.550820367523706,-122.68307170202051,Private room,80,2,2,30
12676964,NoPo Garden Home - Private Room,2451702,Danielle,Overlook,45.561103947935116,-122.68929732871278,Private room,89,3,2,364
4409783,Local Art Abode,9950496,Caroline,Overlook,45.565430081417496,-122.68421387270357,Private room,75,1,1,3
15326462,Cozy basement room on MAX line,77001243,Alex,Overlook,45.5650492799906,-122.68251934685543,Private room,35,10,1,273
1740250,An Urban Sanctuary,9162398,Linda,Overlook,45.560149937030076,-122.690951299459,Private room,65,229,1,339
16176361,"Super convenient, bright, spacious and clean home!",9582342,Kara,Overlook,45.551091538014724,-122.68377362366964,Entire home/apt,200,1,2,30
15535216,"Lowest Price, Great Location and Lots of Light",10555237,Jerad,Overlook,45.562074874776755,-122.67912748284388,Entire home/apt,69,0,1,0
2637265,Modern Ranch close to everything,4906431,Joseph,Overlook,45.560917461892245,-122.68397395345177,Entire home/apt,150,54,3,4
15160419,Brand new Airstream in close-in N. Portland Locale,7676089,Randall,Overlook,45.564213532674074,-122.6833184031857,Entire home/apt,70,7,1,352
1140744,Close-in North Portland Apartment,6047319,Sarah,Overlook,45.56527971321908,-122.68037638813152,Entire home/apt,85,151,1,352
4431997,Bright Overlook Casita on Quiet Street by Transit,1155597,Nikolai And Evita,Overlook,45.55991343510669,-122.68269858924495,Entire home/apt,86,31,2,318
12002530,NorthberryPDX Guesthouse (Portland),64184222,Martha And Tim,Overlook,45.563150401475774,-122.68809855721928,Entire home/apt,115,24,1,164
12233622,"Beautiful, Sunny Studio W/Deck",20022256,Meagan,Overlook,45.56344090757316,-122.68648808799145,Entire home/apt,60,5,1,0
948101,This Portland Apartment,952120,Misha + Cade,Overlook,45.559371861162184,-122.68367611990936,Entire home/apt,85,118,1,365
9845184,"Cute cottage, close-in N. Portland",12799701,Maggie,Overlook,45.55170846644386,-122.68165902517856,Entire home/apt,75,88,1,47
2593314,The Addition,4906431,Joseph,Overlook,45.559298998573716,-122.6847604627532,Entire home/apt,75,96,3,205
16015088,Comfy Home in awesome location,44289835,Alec,Overlook,45.559879752783786,-122.68210208374231,Entire home/apt,100,3,1,120
8290549,Urban Oasis / Private Guesthouse,43706954,Ron And Misti,Overlook,45.55699456400734,-122.68716742483265,Entire home/apt,95,62,1,51
2101856,Cute Overlook Studio Cottage,1904731,Shanna,Overlook,45.56169227295687,-122.67924057847601,Entire home/apt,64,172,1,331
77777,Unique 1915 Craftsman in North PDX,417609,Bekka And Antoine,Overlook,45.56135417008854,-122.67972983707979,Entire home/apt,295,64,1,365
1120480,1 Bedroom Urban Cabin,3314219,Gabriele,Overlook,45.56029194828682,-122.68310396429213,Entire home/apt,88,7,1,0
13512193,Quaint Getaway w/ private entrance,1414376,Jessie,Overlook,45.5551239862235,-122.6893513456396,Entire home/apt,70,17,1,0
784952,Overlook Mid-Century Apartment,3159169,Reenie,Overlook,45.562495960945775,-122.68794336450449,Entire home/apt,115,131,2,358
1360978,PDX holiday getaway at Pied-à-Terre!,1419956,Pamela & Niko,Overlook,45.56166708809813,-122.6845075439504,Entire home/apt,65,127,4,260
1960011,The Cottage on North Prescott,10128172,Peter,Overlook,45.557802007171404,-122.67910601259851,Entire home/apt,118,183,1,309
7966515,2 bed/1 bath Private unit near Downtown,36636311,Aaron & Jess,Overlook,45.56315140516613,-122.68318302948843,Entire home/apt,98,24,1,101
12733527,Bright Modern Studio - Overlook neighborhood,69241932,Claire,Overlook,45.55619771157728,-122.68435043525163,Entire home/apt,80,24,1,78
12067708,eat sleep cycle pdx,64656041,Gunther & Stacey,Overlook,45.56598823659972,-122.68655517502633,Entire home/apt,100,15,1,0
8636364,New Studio in Overlook/N Portland,42945795,Marguerite,Overlook,45.55530245245018,-122.68884948662688,Entire home/apt,125,57,1,164
4491259,"Bright Mississippi MAX 2 Dwntwn Portland, OR",477663,Joelle,Overlook,45.552486224678596,-122.68107939204927,Entire home/apt,60,40,2,353
2514457,See you at PhiloxeniaPDX; a 1BD sweet suite!,1419956,Pamela & Niko,Overlook,45.56004929884842,-122.68174529617924,Entire home/apt,105,108,4,270
1216239,The Overlook Bluff Carriage House,6637062,Elaine,Overlook,45.552963917915875,-122.68654899372257,Entire home/apt,100,115,1,364
5803518,Basement studio in Overlook,30108867,Sarah,Overlook,45.55908282158217,-122.69147974286369,Entire home/apt,70,60,1,305
10683305,Sweet Charming Skidmore Cottage,30323080,Marion,Overlook,45.55564223260684,-122.68967872187835,Entire home/apt,175,8,3,198
1399647,"Sleek Basement Space, Close-In Hood",2717300,Benjamin And Kristi,Overlook,45.565106449923604,-122.67913976476069,Entire home/apt,75,413,1,355
2132180,Modern Craftsman Family Friendly,847543,Stephani,Overlook,45.56234265864778,-122.68857994597641,Entire home/apt,89,54,3,302
4874965,"Clean, tidy, & cozy craftsman standalone bungalow",503778,Sarah,Overlook,45.564757002986184,-122.67909491649223,Entire home/apt,109,51,1,5
6153369,** Spacious North Portland Home **,31919869,Aaron,Overlook,45.55630794155468,-122.68452337551678,Entire home/apt,1500,20,1,365
15217048,Cute apartment with hardwood floors near the Max,96687969,Margaret,Overlook,45.555862101513995,-122.67971848168644,Entire home/apt,50,4,1,103
9281563,Brand New Luxury Home on Alberta,9523622,Matt,Overlook,45.558096346889236,-122.68333213605548,Entire home/apt,175,2,2,365
7305999,Cozy & Convenient On Alberta St.,38271890,Emilio,Overlook,45.55837830583913,-122.68029052184029,Private room,62,15,1,214
12019170,Eco Friendly - Modern Ranch,4906431,Joseph,Overlook,45.559910247111425,-122.68475450157578,Entire home/apt,175,1,3,228
12656275,Luminous & meditative room! :),68757770,Maximilian,Overlook,45.559796573872134,-122.68484230327206,Private room,64,47,1,179
16271244,Own bedroom in Overlook District - Right near MAX,17204669,Dana,Overlook,45.555742383583286,-122.6796681818136,Private room,91,0,2,4
6850470,Large Beautiful Home & Garden,30323080,Marion,Overlook,45.551265875012476,-122.68734791856537,Entire home/apt,300,33,3,275
231734,"Private, sunny room in farmhouse",1153902,Taizz,Overlook,45.55770953447878,-122.68993785005829,Private room,65,19,3,363
881070,The Humble Abode Guest Room,1366636,De & Toby,Overlook,45.56295882247728,-122.69089814128637,Private room,35,94,4,147
8161895,"Light Rail, Perfect Location, Large Apartment!",4784499,Gayle & Bill,Overlook,45.549931729921035,-122.68176512955534,Entire home/apt,80,44,1,335
5942206,"Private space, close too amenities",13621644,Sarah,Overlook,45.56265247432028,-122.68529664194695,Entire home/apt,60,16,1,341
4418744,Homey Portland Bungalow in Overlook,1155597,Nikolai And Evita,Overlook,45.56049212344815,-122.68262109476706,Entire home/apt,135,6,2,0
2412213,Elegance&Class,9065073,Gary,Overlook,45.55644389367027,-122.68346475295557,Private room,59,68,4,86
5296422,North Portland Vintage Bungalow,3989389,Jean,Overlook,45.5553110500835,-122.68335008560108,Entire home/apt,125,5,1,206
5820909,Light & bright-Close to EVERYTHING!,17783032,Sara,Overlook,45.557501329146184,-122.67882709363623,Entire home/apt,95,71,1,206
3265128,Loft getaway in (kind of) NoPo,7863027,Mitch,Overlook,45.56363496451878,-122.67866685437069,Private room,55,25,1,364
1856204,Overlook Room ~ Urban Haven,9065073,Gary,Overlook,45.55595031765382,-122.68306394963848,Private room,39,115,4,174
11571998,Overlook Park Craftsman w/hot tub,3379982,Eliza,Overlook,45.55382300085867,-122.68228805154551,Entire home/apt,149,21,1,0
12022874,Airy Overlook Home,53357613,Eric,Overlook,45.553060803699466,-122.6787753651058,Entire home/apt,120,5,1,0
9958918,Close-in Private Swanky Studio!,44386238,Scott,Overlook,45.55152867674248,-122.68491756845724,Entire home/apt,74,78,3,246
9689970,"Craftsman Home, Mississippi Dstrct",50047799,Craig,Overlook,45.552325963666156,-122.6837028582273,Private room,80,0,1,0
12736183,Overlook Craftsman - No Car Needed!,4845483,Joel And Sarah,Overlook,45.55111667972748,-122.68114528368784,Entire home/apt,225,0,1,0
9049789,Beautiful Close-in 1908 Farmhouse,2318293,Matthew,Overlook,45.56487527586635,-122.69345188017786,Private room,48,0,1,0
8355465,Private basement studio in Overlook,16108653,Jeff,Overlook,45.55438733736275,-122.68456403917186,Private room,69,20,1,62
6453191,Old Castle of the North (Portland),33699444,Yvonne,Overlook,45.55706941002038,-122.6786754481492,Private room,60,69,1,0
12482738,Light Airy Bedroom for Two Close to Adidas Campus,67395194,Sheilah,Overlook,45.56321498536185,-122.68988218976341,Private room,65,11,2,125
5632519,Bedroom in North Portland Bungalow,22349618,Tim,Overlook,45.564299833233726,-122.68664475609913,Private room,59,9,1,3
5560860,Beautiful Overlook Home,1447914,Renee,Overlook,45.56171060099144,-122.68950464063235,Entire home/apt,255,1,1,164
2514698,Winter in Portland at Pfirst House,1419956,Pamela & Niko,Overlook,45.559854571327094,-122.68266759758652,Entire home/apt,140,107,4,267
8428282,Hip Overlook close-in to everything,44386238,Scott,Overlook,45.54978429789156,-122.68335644961302,Private room,59,131,3,262
6901567,the PEZ house,5252979,Kathy,Overlook,45.55509771566782,-122.68982112627998,Entire home/apt,105,50,1,362
6536212,Overlook Neighborhood Craftsman,30848234,Ixel And Lori,Overlook,45.56545885256402,-122.68407838517305,Private room,100,53,1,358
14711896,"Room in beautiful,modern,clean home",53214317,Ed,Overlook,45.560214589062774,-122.691283254399,Private room,70,2,1,335
2628648,Mid-Century Modern on Bike Route,13464195,Shane,Overlook,45.55963342232375,-122.68429252069764,Private room,55,208,1,344
10255554,Well located Single room in home!,5967618,Kevin,Overlook,45.558230725100096,-122.68110351249659,Private room,50,63,1,110
12738043,One room in a small house in North Portland,69272884,Lee,Overlook,45.56141038684814,-122.6844915214674,Private room,40,1,1,0
8118223,Historic Ol' Mississippi Beauty!,1022102,Laura,Overlook,45.550978042664966,-122.68322723826985,Entire home/apt,298,63,1,320
13524987,"Walk to MAX, New 1 Bedroom Apartment",5377670,Jessie,Overlook,45.565475226931895,-122.68474175977421,Entire home/apt,80,40,1,353
3575473,Alberta Arts Craftsman,506917,John,Concordia,45.56030456425695,-122.63672964792515,Entire home/apt,325,4,1,0
9219296,Sunny Alberta Bungalow,745834,Alison,Concordia,45.55902590256941,-122.6398440871758,Entire home/apt,125,0,1,0
8813922,Modern Guest House - Concordia,46173088,Christopher,Concordia,45.56686727819213,-122.63140510613633,Entire home/apt,121,45,1,365
7135695,Alberta Art's 2-Room Lower Level,37376674,Tope (Toe-Pay),Concordia,45.55808736940443,-122.63708188076349,Private room,50,76,1,28
270130,Lovely 3BDRM Home Close-in/Alberta,491587,Jeanne,Concordia,45.565819491203406,-122.6420866785032,Entire home/apt,250,11,4,177
5404297,Lovely Cottage in the Happening NE,14406551,Diane,Concordia,45.567897564995185,-122.63972380589018,Private room,67,104,1,154
1988396,Alberta Arts Modern Vintage Beauty!,764443,Laney & Brent,Concordia,45.56457112453632,-122.63950025616779,Private room,85,82,2,364
1030585,Purple Passion Flower House - Private Room,828654,Rochelle,Concordia,45.55777220304282,-122.6371125546857,Private room,30,30,3,89
13170761,Adorable Custom Finished 1967 Silver Streak Camper,3280562,Carrie,Concordia,45.5614389472325,-122.62535988055565,Entire home/apt,88,62,1,306
1250645,Priv. Backyard Cottage-Alberta Area,6235676,Megan,Concordia,45.5565271166148,-122.63112850568628,Entire home/apt,98,99,1,281
9647223,105-year-old 2-story family home,48806677,Garlynn,Concordia,45.561681741273574,-122.63528409169831,Entire home/apt,300,0,1,0
15987481,Modern Sanctuary in the heart of Concordia.,14968156,Michael,Concordia,45.563050860161994,-122.63390020755675,Entire home/apt,119,9,2,334
6623648,Alberta Arts studio apartment,34220164,Gabriel,Concordia,45.56184429588261,-122.64138789771229,Entire home/apt,75,59,1,10
4706633,"Quiet, fun apt in popular NE PDX!",24327932,Jake,Concordia,45.57204028748859,-122.64277998222931,Entire home/apt,58,93,1,74
11604020,"""Cloud Nine""",8218286,Ayumi,Concordia,45.55840142215227,-122.63880290797212,Entire home/apt,110,35,3,355
3280928,Dynamic Alberta Arts District Loft ,1213257,Dayna,Concordia,45.56177965678404,-122.63491544595205,Entire home/apt,250,65,2,358
3018644,Sanctuary in the Heart of Alberta ,15381737,Kima,Concordia,45.56040214128117,-122.63818480479752,Private room,48,117,2,62
6377701,Banana Grove Garden Room,21504692,Lori,Concordia,45.56650215862989,-122.62503136385332,Private room,50,14,2,65
9707089,Cozy English Cottage in Popular NE,29833753,Diane,Concordia,45.566254955741435,-122.64223564944136,Private room,55,34,1,360
4976216,Four Seasons Room,3330970,Kunal & Lisa,Concordia,45.56755354584816,-122.62344653114671,Private room,60,13,1,87
13045317,Hip & Cozy Loft in NE Alberta Arts!,3520521,Nate,Concordia,45.56297487648791,-122.62942115015731,Private room,50,14,2,209
9136443,Alberta Garden Eco-Cabin B-1,47573104,Bart,Concordia,45.559078236038424,-122.64223633099418,Entire home/apt,95,55,2,46
10922249,Charming Private Bedroom by Alberta,56545418,Kyle,Concordia,45.56286735778279,-122.63747346697515,Private room,65,52,1,0
1975479,Alberta's Casa del Sol,10195915,Samuel And Celia,Concordia,45.56084086804571,-122.64136700831999,Entire home/apt,128,12,1,0
12387194,The Hummingbird Guesthouse,19646386,Jon & Kassandra,Concordia,45.56810192720875,-122.62993285820238,Entire home/apt,95,20,1,50
14025023,Steps from Alberta Street! - Pineapple Express Rm.,1762430,William,Concordia,45.560563699965655,-122.63555919983946,Private room,80,17,2,70
14180906,"Gorgeous 2Bd bungalow, blocks from Kennedy School",22320983,Winston,Concordia,45.56435256572279,-122.6240135937963,Entire home/apt,250,7,1,364
2390685,Portland Tiny House (Alberta Arts District),2333787,Duston & Genevieve,Concordia,45.56521068369581,-122.63438781697027,Entire home/apt,99,124,1,255
4026064,Custom Studio in central Alberta!,14055038,Alex,Concordia,45.55917339812471,-122.63866009184666,Private room,89,257,2,351
2722037,Fabulous Concordia/Alberta Arts ,3731548,Amy,Concordia,45.563811826382725,-122.64195113556829,Private room,100,65,1,365
4110690,Lovely bright rm near Alberta Arts,491587,Jeanne,Concordia,45.5642828251931,-122.64029570630177,Private room,90,0,4,0
7922524,Master Bedroom: Modern Vintage Home,3035493,Billy,Concordia,45.56295613464797,-122.6247409469422,Private room,79,0,2,0
8169163,Alberta District Comfy Cozy Bedroom,18293099,Stuart,Concordia,45.559358669772365,-122.63180036187372,Private room,37,0,1,0
12135015,Alberta Arts Modern English Cottage,879954,Peter,Concordia,45.56718592764091,-122.6348014395913,Private room,64,37,1,363
14012603,"Private Room, Alberta Arts District",83789363,Jack Quinn,Concordia,45.559482928517895,-122.63162967732497,Private room,49,21,2,142
4702279,The BEST Alberta Arts Location!,9278937,Christa,Concordia,45.557906675916435,-122.63939804039916,Private room,79,38,1,357
379104,Private top suite near Alberta,491587,Jeanne,Concordia,45.56548871079389,-122.63925178937662,Private room,80,17,4,364
4614086,Bright Spacious Mid Century Studio,10106234,Colin + Sarah,Concordia,45.56810069004237,-122.62642406203231,Private room,99,52,6,123
10732969,Private room NE Portland!,37279908,Rose,Concordia,45.56676848019777,-122.6383042091066,Private room,45,64,2,83
1542756,Two rooms in Alberta Arts home,307969,Michiel,Concordia,45.557151271965225,-122.633957412934,Private room,79,141,1,181
13787271,Alberta Arts Music House,43522509,Shana And Papi,Concordia,45.55952325659418,-122.62603054862028,Private room,55,15,1,178
11828426,Sweet Relaxation In Alberta  Arts,5757331,Mitch,Concordia,45.55948664098756,-122.62327719751946,Entire home/apt,50,8,2,24
3604820,Colorful Room near Alberta Arts,18164719,Kat,Concordia,45.56177938795774,-122.63388337090515,Private room,55,47,1,179
1641735,Zen Suite Private Bath-Alberta Arts,8703941,Tracy,Concordia,45.5669793767649,-122.63206764932222,Private room,65,58,1,319
15930586,Bright Modern Mid-Century Home,3158903,Sara,Concordia,45.565294631642765,-122.62596042866586,Entire home/apt,105,1,1,76
14556117,Cozy NE Home,1093244,Bobby,Concordia,45.570090250644405,-122.63039039533,Entire home/apt,100,8,1,106
13059662,Alberta Arts Tiny Home Getaway,64225502,Ben And Noel,Concordia,45.560438894178674,-122.63907814990236,Entire home/apt,105,48,1,328
9134082,Alberta Garden Eco-Cabin B-2,47573104,Bart,Concordia,45.55780177318638,-122.64183310622354,Entire home/apt,100,97,2,53
11735789,La Bohême,408834,Sarah,Concordia,45.56280888313122,-122.621077651261,Entire home/apt,75,11,1,11
3363208,Light filled studio,3211363,Magnus And Jenny,Concordia,45.56212259058858,-122.6337225806371,Entire home/apt,60,121,4,337
13264525,Modern. Simple. Family friendly.,847543,Stephani,Concordia,45.56562808136343,-122.6381319909557,Entire home/apt,90,27,3,309
16194266,Alberta Arts District House for Family or Couples,182966,Ian,Concordia,45.56178519122816,-122.6339325575115,Entire home/apt,85,0,1,0
3167041,Awesome Alberta Arts Apt,3928302,Emily,Concordia,45.5576037657486,-122.63400815862629,Entire home/apt,92,127,1,137
12969065,Newly Remodeled 1 BR Apt just off Alberta,10371253,Todd,Concordia,45.56501514346762,-122.62591486341336,Entire home/apt,120,2,1,179
7129826,Clean & Modern Alberta Arts Apt.,1821102,Ryan,Concordia,45.5619247124745,-122.63055360210345,Entire home/apt,90,94,1,362
6415908,Alberta Arts Guest House,15381737,Kima,Concordia,45.559288003041885,-122.63598290914946,Entire home/apt,135,8,2,29
13193065,Sunny Alberta Arts Bungalow,65839701,Holly,Concordia,45.56087237453134,-122.63740750935354,Entire home/apt,155,28,1,349
362775,The Kuza Garden Cottage,1213257,Dayna,Concordia,45.562736179661826,-122.63443604410524,Entire home/apt,150,80,2,364
13778199,Sunny Spacious NE Studio - Full Kitchen!,2094181,Heather,Concordia,45.56771047136533,-122.6301871080293,Entire home/apt,95,29,1,54
2720764,Alberta Arts Apartment-Suite,13922856,Katie And Ken,Concordia,45.562461727077846,-122.63713600237507,Entire home/apt,75,117,2,276
11240173,One bedroom apartment,4913611,Sarah,Concordia,45.56656443557267,-122.63996898631079,Entire home/apt,100,42,1,360
16012729,"Alberta Arts Apt: Close to Shops, Dining & Park",389683,John & Jordana,Concordia,45.56543868470605,-122.6404818360651,Entire home/apt,99,5,1,78
9578248,Little House near Alberta Arts,25235410,Elaine,Concordia,45.56227215960293,-122.63498287846588,Entire home/apt,125,94,1,296
5041164,The Green Door Garden Cottage,25897935,Sarah,Concordia,45.56842104872013,-122.62937333719013,Entire home/apt,95,101,1,120
5347795,New Alberta/Concordia Apt.,4716103,Cole & Zara,Concordia,45.56327108254512,-122.63039866834335,Entire home/apt,120,34,1,352
5434834,Red House Retreat in Alberta Arts,12216171,Simone And Jeremy,Concordia,45.566528007833796,-122.64204996068285,Entire home/apt,104,121,1,365
12388185,COMFY APARTMENT on main floor!,12364968,Matt,Concordia,45.56148045057354,-122.64032697659864,Entire home/apt,80,52,4,23
7748300,Sunny Alberta Arts Bungalow,40729073,Diane,Concordia,45.559295028793315,-122.64199255555614,Entire home/apt,83,8,1,8
13264384,SWEET Apartment Overlooking Alberta Street.,12364968,Matt,Concordia,45.55952681531551,-122.64014917877421,Entire home/apt,50,45,4,146
7363757,Trendy Alberta Arts Bungalow,35496726,Melissa,Concordia,45.557045712719315,-122.63442615712981,Entire home/apt,175,64,1,332
16055306,Bright comfy apartment near Alberta Arts district.,93733972,Bill And Gretchen,Concordia,45.558743201308225,-122.6292952955599,Entire home/apt,80,4,1,170
3594699,Sunny studio,3211363,Magnus And Jenny,Concordia,45.562056936318186,-122.63575463950512,Entire home/apt,50,182,4,353
1212772,Bright and Modern Cabin-Alberta PDX,6033455,Bryan And Jessica,Concordia,45.56205885355043,-122.63666440923329,Entire home/apt,210,123,1,148
3833664,Sunny one bedroom apartment,3211363,Magnus And Jenny,Concordia,45.56201530360815,-122.63539541845024,Entire home/apt,80,16,4,158
10016070,"Bright, Spacious, Private, W/D",54881,Scott,Concordia,45.566452686560936,-122.6302319197027,Entire home/apt,100,30,1,365
5086609,Private Flat in Lovely Concordia,2575740,Claudia And Alexei,Concordia,45.56413066254815,-122.63124394217964,Entire home/apt,95,59,1,171
5546291,Hygge Inspired Granny Flat in Alberta Arts,25598464,Allyson And Jose',Concordia,45.565494547063764,-122.63438526722864,Entire home/apt,98,93,1,163
1504163,the concordia sunshine bungalow,2274595,Rachel And Joe,Concordia,45.56358532018752,-122.63784494574381,Entire home/apt,150,9,2,217
13622008,Fully furnished ADU In Heart of Alberta Arts Dist.,45164806,Mark,Concordia,45.55804669232689,-122.6392876910282,Entire home/apt,79,14,1,162
3479321,'Nest' modern organic garden studio,6153335,Sonia,Concordia,45.56057202499648,-122.63486917265085,Entire home/apt,119,40,3,336
